Date,Open,High,Low,Close,Volume,Adj Close
2016-10-21,549.0,550.0,541.5,544.5,2789700,544.5
2016-10-24,544.0,564.0,543.55,559.8,5161200,559.8
2016-10-25,549.85,561.0,549.1,553.8,5690500,553.8
2016-10-26,548.0,548.0,523.15,530.05,6665000,530.05
2016-10-27,515.6,525.75,510.75,522.0,18470100,522.0
2016-10-28,527.0,539.95,525.1,537.0,5665900,537.0
2016-10-31,537.0,537.0,537.0,537.0,0,537.0
2016-11-01,534.4,537.9,525.05,530.6,6848600,530.6
2016-11-02,522.6,526.0,512.35,513.3,4750100,513.3
2016-11-03,509.8,521.45,505.2,510.2,6909400,510.2
2016-11-04,509.25,516.35,501.6,512.3,7564200,512.3
2016-11-07,513.0,521.3,505.05,506.35,5507900,506.35
2016-11-08,518.4,543.0,517.0,540.2,12739000,540.2
2016-11-09,501.15,544.0,500.0,533.5,10276000,533.5
2016-11-10,536.0,549.35,531.5,533.7,6906400,533.7
2016-11-11,526.5,530.0,505.0,507.3,7823600,507.3
2016-11-14,507.3,507.3,507.3,507.3,0,507.3
2016-11-15,484.9,484.9,453.0,457.4,15356000,457.4
2016-11-16,468.45,471.7,450.0,458.45,10855600,458.45
2016-11-17,460.0,476.0,459.65,472.85,8949700,472.85
2016-11-18,469.9,473.85,461.85,471.25,7246200,471.25
2016-11-21,468.0,472.8,451.5,456.95,7325800,456.95
2016-11-22,464.05,471.0,453.3,464.85,6644800,464.85
2016-11-23,467.0,475.3,462.0,471.5,6727000,471.5
2016-11-24,466.35,466.35,449.7,452.95,8046900,452.95
2016-11-25,454.1,456.35,443.15,452.35,7426300,452.35
2016-11-28,451.25,460.0,450.5,454.7,5025900,454.7
2016-11-29,455.0,466.3,451.35,459.85,8570500,459.85
2016-11-30,460.0,463.8,455.1,459.3,8377500,459.3
2016-12-01,457.0,457.7,446.9,448.2,7706800,448.2
2016-12-02,445.0,453.5,431.15,432.9,10450600,432.9
2016-12-05,436.0,441.0,428.3,439.3,8211100,439.3
2016-12-06,441.0,445.9,438.1,441.1,4209400,441.1
2016-12-07,440.0,449.2,439.25,445.35,5559800,445.35
2016-12-08,451.2,464.4,451.2,461.55,8176000,461.55
2016-12-09,464.95,468.55,460.6,464.1,5690800,464.1
2016-12-12,461.95,461.95,451.05,454.4,3837700,454.4
2016-12-13,476.8,486.25,462.25,470.65,63880400,470.65
2016-12-14,470.2,476.8,462.65,472.35,7660400,472.35
2016-12-15,464.0,473.6,462.5,463.2,6539000,463.2
2016-12-16,465.0,474.9,464.2,473.15,9015700,473.15
2016-12-19,470.9,478.55,465.5,471.8,5445600,471.8
2016-12-20,473.0,475.0,469.1,473.15,3690100,473.15
2016-12-21,473.5,474.5,467.1,468.5,3492800,468.5
2016-12-22,468.15,472.95,464.8,469.6,5436400,469.6
2016-12-23,464.95,468.3,460.0,465.65,3957800,465.65
2016-12-26,465.5,465.5,455.6,457.85,3282400,457.85
2016-12-27,460.0,468.75,457.4,466.95,3164600,466.95
2016-12-28,467.0,468.65,462.0,463.35,3772100,463.35
2016-12-29,462.75,472.7,459.35,470.9,4763100,470.9
2016-12-30,471.0,475.0,467.5,472.0,3605500,472.0
2017-01-02,472.0,488.7,469.05,487.05,4024100,487.05
2017-01-03,491.0,492.7,479.9,481.1,5814500,481.1
2017-01-04,484.65,493.7,484.1,486.65,4769800,486.65
2017-01-05,496.0,503.4,495.55,502.15,7961200,502.15
2017-01-06,502.95,507.95,496.25,497.75,4907400,497.75
2017-01-09,499.4,504.6,492.15,500.15,3932700,500.15
2017-01-10,506.55,518.0,505.95,516.25,7973000,516.25
2017-01-11,520.25,523.95,517.15,519.25,4886300,519.25
2017-01-12,521.7,524.0,513.2,518.25,4219600,518.25
2017-01-13,523.25,523.25,507.5,514.85,6367200,514.85
2017-01-16,518.65,529.45,517.0,526.4,6084500,526.4
2017-01-17,528.1,530.8,521.0,523.7,4297400,523.7
2017-01-18,523.05,529.6,521.2,522.45,5874600,522.45
2017-01-19,523.0,535.6,522.7,531.45,5810100,531.45
2017-01-20,527.4,529.3,521.25,523.2,5013900,523.2
2017-01-23,523.2,534.95,523.0,532.7,4209800,532.7
2017-01-24,533.0,543.0,532.35,541.55,5183600,541.55
2017-01-25,543.25,551.9,541.55,548.9,4504900,548.9
2017-01-26,548.9,548.9,548.9,548.9,0,548.9
2017-01-27,549.0,552.0,539.75,541.95,4493800,541.95
2017-01-30,542.0,543.5,530.8,532.3,4163400,532.3
2017-01-31,530.2,531.5,518.0,523.55,6035000,523.55
2017-02-01,527.5,544.5,522.9,542.25,4786700,542.25
2017-02-02,537.6,537.6,526.8,531.5,6579800,531.5
2017-02-03,531.9,531.9,519.5,522.6,5298200,522.6
2017-02-06,527.9,531.45,523.2,525.85,3642500,525.85
2017-02-07,524.8,524.8,502.0,506.8,7987200,506.8
2017-02-08,512.35,514.95,506.3,513.05,5975000,513.05
2017-02-09,515.4,518.0,505.75,512.85,4099800,512.85
2017-02-10,513.0,514.8,506.5,509.55,4732000,509.55
2017-02-13,512.7,512.7,503.3,505.3,4700500,505.3
2017-02-14,503.0,506.7,466.55,482.05,14901400,482.05
2017-02-15,449.05,453.0,434.35,436.45,38638600,436.45
2017-02-16,442.55,447.6,435.4,446.0,11622700,446.0
2017-02-17,447.9,456.6,442.4,452.95,10063500,452.95
2017-02-20,451.5,458.45,449.0,455.45,5866700,455.45
2017-02-21,456.9,462.8,454.5,458.65,6875900,458.65
2017-02-22,460.25,466.7,455.8,460.05,7315200,460.05
2017-02-23,464.0,464.7,457.25,462.35,9492400,462.35
2017-02-24,462.35,462.35,462.35,462.35,0,462.35
2017-02-27,464.0,464.0,455.1,457.8,5510400,457.8
2017-02-28,460.0,460.0,454.1,456.75,5722400,456.75
2017-03-01,455.9,455.9,448.0,449.45,8367500,449.45
2017-03-02,457.85,467.9,453.2,461.7,13667600,461.7
2017-03-03,463.3,466.85,458.6,459.95,7085600,459.95
2017-03-06,462.5,472.7,462.1,470.8,4036200,470.8
2017-03-07,469.5,475.9,466.05,467.55,7114500,467.55
2017-03-08,469.4,469.6,461.15,462.8,5351500,462.8
2017-03-09,462.45,469.7,462.0,467.6,3837600,467.6
2017-03-10,471.0,471.85,465.1,469.1,5766800,469.1
2017-03-13,469.1,469.1,469.1,469.1,0,469.1
2017-03-14,481.0,483.0,468.45,469.75,6348100,469.75
2017-03-15,475.0,476.55,470.65,473.45,4801300,473.45
2017-03-16,478.7,482.0,476.15,480.95,6272900,480.95
2017-03-17,481.35,484.2,471.7,476.5,6338200,476.5
2017-03-20,476.55,478.2,470.75,476.0,2871100,476.0
2017-03-21,478.0,478.05,470.65,473.75,4685400,473.75
2017-03-22,469.95,469.95,458.5,459.9,4695600,459.9
2017-03-23,461.3,477.0,461.3,472.9,8665300,472.9
2017-03-24,470.75,474.8,467.55,470.4,4296500,470.4
2017-03-27,469.0,469.15,462.1,464.75,4417400,464.75
